source_file,experiment_id,sample_index,cumulative_depth_cm,depth_cm,true_damage_level,true_damage_class,true_stress_mpa,true_stress_class,true_state_class,true_state_label,segment_index
VTEST_S10_1.csv,VTEST_S10,199,3.31667,3.31667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,200,3.33333,3.33333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,201,3.35,3.35,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,202,3.36667,3.36667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,203,3.38333,3.38333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,204,3.4,3.4,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,205,3.41667,3.41667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,206,3.43333,3.43333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,207,3.45,3.45,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,208,3.46667,3.46667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,209,3.48333,3.48333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,210,3.5,3.5,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,211,3.51667,3.51667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,212,3.53333,3.53333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,213,3.55,3.55,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,214,3.56667,3.56667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,215,3.58333,3.58333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,216,3.6,3.6,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,217,3.61667,3.61667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,218,3.63333,3.63333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,219,3.65,3.65,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,220,3.66667,3.66667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,221,3.68333,3.68333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,222,3.7,3.7,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,223,3.71667,3.71667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,224,3.73333,3.73333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,225,3.75,3.75,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,226,3.76667,3.76667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,227,3.78333,3.78333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,228,3.8,3.8,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,229,3.81667,3.81667,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,230,3.83333,3.83333,80,4,10,1,21,D80_S10,0
VTEST_S10_1.csv,VTEST_S10,231,3.85,3.85,80,4,10,1,21,D80_S10,0
