source_file,experiment_id,sample_index,cumulative_depth_cm,depth_cm,true_damage_level,true_damage_class,true_stress_mpa,true_stress_class,true_state_class,true_state_label,segment_index
VTEST_S99.csv,VTEST_S99,99,1.65,1.65,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,100,1.66667,1.66667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,101,1.68333,1.68333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,102,1.7,1.7,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,103,1.71667,1.71667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,104,1.73333,1.73333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,105,1.75,1.75,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,106,1.76667,1.76667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,107,1.78333,1.78333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,108,1.8,1.8,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,109,1.81667,1.81667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,110,1.83333,1.83333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,111,1.85,1.85,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,112,1.86667,1.86667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,113,1.88333,1.88333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,114,1.9,1.9,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,115,1.91667,1.91667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,116,1.93333,1.93333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,117,1.95,1.95,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,118,1.96667,1.96667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,119,1.98333,1.98333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,120,2.0,2.0,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,121,2.01667,2.01667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,122,2.03333,2.03333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,123,2.05,2.05,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,124,2.06667,2.06667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,125,2.08333,2.08333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,126,2.1,2.1,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,127,2.11667,2.11667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,128,2.13333,2.13333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,129,2.15,2.15,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,130,2.16667,2.16667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,131,2.18333,2.18333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,132,2.2,2.2,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,133,2.21667,2.21667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,134,2.23333,2.23333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,135,2.25,2.25,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,136,2.26667,2.26667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,137,2.28333,2.28333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,138,2.3,2.3,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,139,2.31667,2.31667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,140,2.33333,2.33333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,141,2.35,2.35,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,142,2.36667,2.36667,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,143,2.38333,2.38333,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,144,2.4,2.4,80,4,10,1,21,D80_S10,0
VTEST_S99.csv,VTEST_S99,145,2.41667,2.41667,80,4,10,1,21,D80_S10,0
