source_file,experiment_id,sample_index,cumulative_depth_cm,depth_cm,true_damage_level,true_damage_class,true_stress_mpa,true_stress_class,true_state_class,true_state_label,segment_index
VTEST_S00.csv,VTEST_S00,199,3.31667,3.31667,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,200,3.33333,3.33333,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,201,3.35,3.35,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,202,3.36667,3.36667,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,203,3.38333,3.38333,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,204,3.4,3.4,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,205,3.41667,3.41667,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,206,3.43333,3.43333,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,207,3.45,3.45,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,208,3.46667,3.46667,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,209,3.48333,3.48333,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,210,3.5,3.5,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,211,3.51667,3.51667,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,212,3.53333,3.53333,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,213,3.55,3.55,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,214,3.56667,3.56667,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,215,3.58333,3.58333,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,216,3.6,3.6,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,217,3.61667,3.61667,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,218,3.63333,3.63333,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,219,3.65,3.65,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,220,3.66667,3.66667,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,221,3.68333,3.68333,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,222,3.7,3.7,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,223,3.71667,3.71667,80,4,0,0,20,D80_S00,0
VTEST_S00.csv,VTEST_S00,224,3.73333,3.73333,80,4,0,0,20,D80_S00,0
